15	1075	0	0.36
15	600	0	0.36
16	1021	0	0.36
16	1250	0	0.36
16	421	0	0.36
16	734	0	0.36
17	1208	0	0.36
17	3	0	0.36
18	998	0	0.36
19	1250	0	0.36
19	44	0	0.36
20	146	0	0.36
20	225	0	0.36
20	230	0	0.36
20	445	0	0.36
21	1044	0	0.36
21	1220	0	0.36
21	1304	0	0.36
21	132	0	0.36
21	392	0	0.36
21	998	0	0.36
21	99	0	0.36
22	1100	0	0.36
23	1047	0	0.36
23	146	0	0.36
23	192	0	0.36
23	374	0	0.36
24	1220	0	0.36
24	665	0	0.36
24	921	0	0.36
25	1015	0	0.36
25	122	0	0.36
25	539	0	0.36
26	1196	0	0.36
27	1064	0	0.36
27	470	0	0.36
28	1237	0	0.36
28	944	0	0.36
30	1064	0	0.36
30	1286	0	0.36
30	692	0	0.36
30	765	0	0.36
31	931	0	0.36
33	1293	0	0.36
35	173	0	0.36
35	434	0	0.36
36	1136	0	0.36
38	50	0	0.36
38	995	0	0.36
39	1124	0	0.36
39	1137	0	0.36
40	997	0	0.36
41	323	0	0.36
42	145	0	0.36
42	491	0	0.36
42	980	0	0.36
43	1219	0	0.36
43	1220	0	0.36
44	122	0	0.36
44	201	0	0.36
45	108	0	0.36
45	2	0	0.36
45	75	0	0.36
45	981	0	0.36
46	894	0	0.36
47	116	0	0.36
47	1315	0	0.36
47	1316	0	0.36
48	1117	0	0.36
48	1241	0	0.36
48	36	0	0.36
48	3	0	0.36
48	824	0	0.36
48	930	0	0.36
48	931	0	0.36
49	1110	0	0.36
49	1115	0	0.36
49	98	0	0.36
49	991	0	0.36
50	79	0	0.36
50	83	0	0.36
50	938	0	0.36
50	984	0	0.36
50	989	0	0.36
51	139	0	0.36
51	552	0	0.36
51	553	0	0.36
51	825	0	0.36
52	1109	0	0.36
52	132	0	0.36
52	137	0	0.36
52	314	0	0.36
52	431	0	0.36
53	11	0	0.36
53	7	0	0.36
53	983	0	0.36
54	857	0	0.36
55	131	0	0.36
56	605	0	0.36
57	1001	0	0.36
57	55	0	0.36
57	56	0	0.36
57	69	0	0.36
57	996	0	0.36
58	871	0	0.36
58	953	0	0.36
59	289	0	0.36
59	745	0	0.36
60	108	0	0.36
60	1106	0	0.36
60	1219	0	0.36
60	1223	0	0.36
60	506	0	0.36
61	407	0	0.36
61	679	0	0.36
61	765	0	0.36
61	980	0	0.36
62	77	0	0.36
63	1027	0	0.36
63	1100	0	0.36
63	128	0	0.36
64	119	0	0.36
64	1287	0	0.36
64	1	0	0.36
64	2	0	0.36
64	391	0	0.36
64	81	0	0.36
65	1075	0	0.36
65	392	0	0.36
65	589	0	0.36
66	1067	0	0.36
66	1100	0	0.36
66	1145	0	0.36
66	1207	0	0.36
66	122	0	0.36
66	173	0	0.36
66	422	0	0.36
66	55	0	0.36
67	1019	0	0.36
67	1196	0	0.36
67	1209	0	0.36
67	374	0	0.36
67	647	0	0.36
67	903	0	0.36
68	355	0	0.36
68	470	0	0.36
68	810	0	0.36
68	955	0	0.36
68	98	0	0.36
69	357	0	0.36
70	1118	0	0.36
70	445	0	0.36
71	1305	0	0.36
71	392	0	0.36
71	470	0	0.36
71	692	0	0.36
72	1051	0	0.36
72	311	0	0.36
72	512	0	0.36
72	944	0	0.36
73	373	0	0.36
74	55	0	0.36
74	654	0	0.36
75	1101	0	0.36
75	121	0	0.36
76	1195	0	0.36
76	1261	0	0.36
76	407	0	0.36
77	1021	0	0.36
77	276	0	0.36
77	421	0	0.36
77	810	0	0.36
78	1023	0	0.36
78	665	0	0.36
78	723	0	0.36
79	297	0	0.36
79	512	0	0.36
79	931	0	0.36
80	1102	0	0.36
80	498	0	0.36
81	373	0	0.36
81	679	0	0.36
82	1250	0	0.36
82	17	0	0.36
82	734	0	0.36
82	846	0	0.36
82	928	0	0.36
82	929	0	0.36
82	991	0	0.36
83	1208	0	0.36
83	120	0	0.36
83	121	0	0.36
83	1287	0	0.36
83	1288	0	0.36
83	1293	0	0.36
83	1321	0	0.36
83	1324	0	0.36
83	1325	0	0.36
83	54	0	0.36
83	654	0	0.36
83	80	0	0.36
83	810	0	0.36
83	8	0	0.36
83	93	0	0.36
83	980	0	0.36
84	1195	0	0.36
84	32	0	0.36
84	901	0	0.36
84	905	0	0.36
86	146	0	0.36
86	230	0	0.36
86	2	0	0.36
86	902	0	0.36
86	980	0	0.36
87	1009	0	0.36
87	104	0	0.36
87	1209	0	0.36
87	20	0	0.36
17	902	0	0.37
19	356	0	0.37
19	871	0	0.37
20	1051	0	0.37
20	1118	0	0.37
21	1043	0	0.37
21	444	0	0.37
22	917	0	0.37
23	191	0	0.37
24	355	0	0.37
24	955	0	0.37
25	1101	0	0.37
25	1139	0	0.37
25	421	0	0.37
25	540	0	0.37
26	980	0	0.37
28	1018	0	0.37
28	1051	0	0.37
28	723	0	0.37
29	2	0	0.37
29	324	0	0.37
30	391	0	0.37
32	434	0	0.37
33	908	0	0.37
35	1080	0	0.37
40	1044	0	0.37
40	106	0	0.37
40	331	0	0.37
41	584	0	0.37
42	1086	0	0.37
42	73	0	0.37
43	965	0	0.37
45	367	0	0.37
46	549	0	0.37
47	134	0	0.37
47	44	0	0.37
47	943	0	0.37
48	8	0	0.37
48	902	0	0.37
49	1111	0	0.37
49	1116	0	0.37
50	45	0	0.37
51	1119	0	0.37
51	777	0	0.37
52	138	0	0.37
52	13	0	0.37
52	313	0	0.37
52	986	0	0.37
53	12	0	0.37
54	134	0	0.37
54	434	0	0.37
55	314	0	0.37
56	1037	0	0.37
56	409	0	0.37
57	1221	0	0.37
57	1288	0	0.37
57	19	0	0.37
57	355	0	0.37
57	356	0	0.37
57	88	0	0.37
57	963	0	0.37
58	275	0	0.37
58	495	0	0.37
58	952	0	0.37
58	996	0	0.37
59	1304	0	0.37
59	227	0	0.37
59	31	0	0.37
59	349	0	0.37
59	931	0	0.37
60	1022	0	0.37
60	324	0	0.37
61	1097	0	0.37
61	1237	0	0.37
61	184	0	0.37
61	497	0	0.37
61	575	0	0.37
61	799	0	0.37
62	658	0	0.37
63	1028	0	0.37
63	1033	0	0.37
63	1280	0	0.37
63	44	0	0.37
63	647	0	0.37
63	734	0	0.37
63	799	0	0.37
64	1020	0	0.37
64	1118	0	0.37
64	1208	0	0.37
64	29	0	0.37
64	374	0	0.37
64	392	0	0.37
64	74	0	0.37
64	901	0	0.37
64	980	0	0.37
65	1064	0	0.37
65	1103	0	0.37
66	1022	0	0.37
66	121	0	0.37
66	1287	0	0.37
66	421	0	0.37
66	462	0	0.37
66	50	0	0.37
66	754	0	0.37
67	1195	0	0.37
67	481	0	0.37
68	1102	0	0.37
68	1286	0	0.37
68	1304	0	0.37
68	1325	0	0.37
68	17	0	0.37
69	1250	0	0.37
69	390	0	0.37
69	44	0	0.37
69	810	0	0.37
69	944	0	0.37
70	1196	0	0.37
70	434	0	0.37
70	526	0	0.37
71	1037	0	0.37
71	1324	0	0.37
71	391	0	0.37
71	497	0	0.37
72	146	0	0.37
72	17	0	0.37
73	31	0	0.37
74	692	0	0.37
74	799	0	0.37
75	1022	0	0.37
75	495	0	0.37
76	374	0	0.37
76	679	0	0.37
76	80	0	0.37
77	1101	0	0.37
77	191	0	0.37
77	481	0	0.37
77	647	0	0.37
77	80	0	0.37
77	98	0	0.37
78	356	0	0.37
79	1051	0	0.37
79	1064	0	0.37
79	1100	0	0.37
79	901	0	0.37
79	902	0	0.37
80	1064	0	0.37
80	1286	0	0.37
80	1304	0	0.37
80	190	0	0.37
80	209	0	0.37
80	470	0	0.37
80	810	0	0.37
80	902	0	0.37
81	1037	0	0.37
81	1250	0	0.37
81	2	0	0.37
81	31	0	0.37
81	931	0	0.37
82	1119	0	0.37
82	1138	0	0.37
82	1286	0	0.37
82	311	0	0.37
82	391	0	0.37
82	434	0	0.37
82	512	0	0.37
82	926	0	0.37
83	1020	0	0.37
83	1196	0	0.37
83	1286	0	0.37
83	393	0	0.37
83	55	0	0.37
83	679	0	0.37
83	79	0	0.37
83	88	0	0.37
83	925	0	0.37
83	998	0	0.37
84	1001	0	0.37
84	286	0	0.37
84	434	0	0.37
84	799	0	0.37
84	871	0	0.37
84	998	0	0.37
84	999	0	0.37
86	1208	0	0.37
86	1223	0	0.37
86	1325	0	0.37
86	1	0	0.37
86	276	0	0.37
86	654	0	0.37
87	103	0	0.37
87	1303	0	0.37
87	23	0	0.37
87	67	0	0.37
87	905	0	0.37
87	918	0	0.37
87	959	0	0.37
87	961	0	0.37
16	1022	0	0.38
16	355	0	0.38
16	955	0	0.38
17	1237	0	0.38
21	1219	0	0.38
21	391	0	0.38
22	574	0	0.38
22	799	0	0.38
23	1080	0	0.38
23	367	0	0.38
23	73	0	0.38
24	922	0	0.38
30	799	0	0.38
32	1118	0	0.38
33	1326	0	0.38
33	132	0	0.38
36	934	0	0.38
38	49	0	0.38
39	1057	0	0.38
39	457	0	0.38
40	1306	0	0.38
42	454	0	0.38
44	540	0	0.38
45	1014	0	0.38
46	241	0	0.38
46	550	0	0.38
47	950	0	0.38
49	139	0	0.38
49	777	0	0.38
50	12	0	0.38
50	46	0	0.38
50	78	0	0.38
50	937	0	0.38
51	1112	0	0.38
51	1120	0	0.38
53	6	0	0.38
54	433	0	0.38
55	15	0	0.38
55	241	0	0.38
55	8	0	0.38
56	481	0	0.38
56	799	0	0.38
57	103	0	0.38
57	1303	0	0.38
57	311	0	0.38
57	930	0	0.38
58	1075	0	0.38
59	403	0	0.38
59	717	0	0.38
60	1184	0	0.38
60	512	0	0.38
60	586	0	0.38
61	1051	0	0.38
61	464	0	0.38
61	572	0	0.38
61	717	0	0.38
61	986	0	0.38
62	571	0	0.38
63	208	0	0.38
64	1286	0	0.38
64	339	0	0.38
64	373	0	0.38
64	73	0	0.38
64	80	0	0.38
64	902	0	0.38
66	1021	0	0.38
66	434	0	0.38
66	49	0	0.38
66	956	0	0.38
66	996	0	0.38
67	1018	0	0.38
67	2	0	0.38
67	902	0	0.38
68	1250	0	0.38
68	1261	0	0.38
68	998	0	0.38
69	1288	0	0.38
69	871	0	0.38
70	146	0	0.38
70	980	0	0.38
71	512	0	0.38
71	98	0	0.38
71	998	0	0.38
71	999	0	0.38
73	2	0	0.38
74	734	0	0.38
75	496	0	0.38
76	1208	0	0.38
76	209	0	0.38
78	118	0	0.38
78	1195	0	0.38
78	1237	0	0.38
78	355	0	0.38
78	44	0	0.38
78	754	0	0.38
79	1118	0	0.38
79	1139	0	0.38
79	1304	0	0.38
79	230	0	0.38
79	407	0	0.38
80	392	0	0.38
80	723	0	0.38
80	903	0	0.38
81	944	0	0.38
82	765	0	0.38
83	1207	0	0.38
83	39	0	0.38
83	692	0	0.38
83	7	0	0.38
83	926	0	0.38
83	950	0	0.38
83	986	0	0.38
84	481	0	0.38
86	1075	0	0.38
86	407	0	0.38
86	901	0	0.38
87	1202	0	0.38
87	1221	0	0.38
87	952	0	0.38
15	481	0	0.39
20	1169	0	0.39
21	692	0	0.39
22	1207	0	0.39
23	1048	0	0.39
23	481	0	0.39
25	1021	0	0.39
28	1022	0	0.39
31	44	0	0.39
36	2	0	0.39
36	908	0	0.39
36	920	0	0.39
40	444	0	0.39
40	73	0	0.39
43	920	0	0.39
45	982	0	0.39
46	1117	0	0.39
47	79	0	0.39
47	991	0	0.39
49	1009	0	0.39
50	985	0	0.39
52	133	0	0.39
54	133	0	0.39
54	708	0	0.39
56	1056	0	0.39
56	145	0	0.39
56	457	0	0.39
56	495	0	0.39
57	931	0	0.39
57	934	0	0.39
57	955	0	0.39
58	208	0	0.39
58	950	0	0.39
59	1022	0	0.39
59	1051	0	0.39
59	679	0	0.39
60	98	0	0.39
61	1026	0	0.39
61	1027	0	0.39
61	1064	0	0.39
61	1280	0	0.39
61	496	0	0.39
61	80	0	0.39
62	44	0	0.39
63	1106	0	0.39
63	1118	0	0.39
63	159	0	0.39
63	434	0	0.39
63	445	0	0.39
63	506	0	0.39
64	1021	0	0.39
64	1136	0	0.39
64	132	0	0.39
64	421	0	0.39
64	565	0	0.39
64	82	0	0.39
65	393	0	0.39
65	995	0	0.39
66	1250	0	0.39
66	356	0	0.39
66	396	0	0.39
66	997	0	0.39
67	230	0	0.39
69	391	0	0.39
70	1075	0	0.39
71	1237	0	0.39
73	146	0	0.39
74	1169	0	0.39
74	931	0	0.39
75	1100	0	0.39
75	1208	0	0.39
75	355	0	0.39
75	734	0	0.39
76	1207	0	0.39
76	917	0	0.39
77	1064	0	0.39
77	470	0	0.39
77	550	0	0.39
78	1	0	0.39
78	230	0	0.39
78	955	0	0.39
78	980	0	0.39
79	1196	0	0.39
81	1119	0	0.39
81	799	0	0.39
82	550	0	0.39
82	68	0	0.39
82	73	0	0.39
82	989	0	0.39
83	1261	0	0.39
83	481	0	0.39
84	1021	0	0.39
84	120	0	0.39
84	1314	0	0.39
84	445	0	0.39
84	955	0	0.39
84	977	0	0.39
85	613	0	0.39
85	673	0	0.39
86	1021	0	0.39
86	1022	0	0.39
86	1202	0	0.39
86	1209	0	0.39
86	390	0	0.39
86	421	0	0.39
86	481	0	0.39
87	1122	0	0.39
87	113	0	0.39
87	1205	0	0.39
87	1261	0	0.39
87	56	0	0.39
87	605	0	0.39
87	704	0	0.39
87	820	0	0.39
87	914	0	0.39
87	962	0	0.39
87	963	0	0.39
0	589	0	0.40
17	2	0	0.40
20	550	0	0.40
21	920	0	0.40
22	298	0	0.40
28	1324	0	0.40
32	512	0	0.40
